user_id,signup_date,plan_type,region,acquisition_channel,cac,churned,months_active
U02628,2025-05-30,Free,Other,Referral,5,0,4
U02629,2024-04-13,Free,North America,Referral,5,1,2
U02630,2023-07-20,Enterprise,Europe,Referral,5,1,16
U02631,2025-03-20,Pro,Europe,Paid Ads,20,0,6
U02632,2025-06-15,Free,Other,Paid Ads,20,0,3
U02633,2023-01-03,Enterprise,Asia,Organic,0,1,3
U02634,2023-01-18,Free,North America,Referral,5,1,1
U02635,2025-06-22,Free,Asia,Organic,0,1,1
U02636,2025-05-07,Free,North America,Organic,0,0,4
U02637,2025-08-28,Pro,Europe,Paid Ads,20,0,1
U02638,2025-07-22,Free,North America,Organic,0,1,2
U02639,2025-08-27,Basic,North America,Referral,5,0,1
U02640,2025-06-14,Free,Asia,Organic,0,0,3
U02641,2023-03-21,Free,Asia,Paid Ads,20,1,9
U02642,2023-01-09,Pro,North America,Referral,5,1,5
U02643,2025-07-30,Basic,Europe,Organic,0,0,2
U02644,2025-04-07,Pro,North America,Paid Ads,20,0,5
U02645,2023-01-05,Free,North America,Organic,0,1,28
U02646,2023-06-03,Pro,Europe,Referral,5,1,15
U02647,2025-08-27,Basic,North America,Referral,5,1,1
U02648,2024-05-03,Free,Other,Referral,5,1,7
U02649,2023-10-28,Free,North America,Paid Ads,20,1,6
U02650,2024-01-01,Free,North America,Paid Ads,20,1,1
U02651,2023-01-29,Free,Europe,Organic,0,1,3
U02652,2023-06-16,Free,Europe,Referral,5,1,14
U02653,2023-06-18,Free,North America,Referral,5,1,1
U02654,2023-01-05,Free,North America,Referral,5,1,1
U02655,2025-07-25,Free,North America,Referral,5,1,1
U02656,2023-09-19,Free,North America,Organic,0,1,3
U02657,2025-08-12,Free,North America,Paid Ads,20,0,1
U02658,2025-08-17,Free,North America,Organic,0,0,1
U02659,2023-01-30,Free,North America,Organic,0,1,3
U02660,2025-04-25,Enterprise,North America,Referral,5,0,5
U02661,2024-02-11,Free,North America,Referral,5,1,7
U02662,2025-08-21,Free,North America,Referral,5,0,1
U02663,2023-02-01,Free,North America,Paid Ads,20,1,3
U02664,2025-05-20,Free,North America,Paid Ads,20,1,4
U02665,2025-02-03,Basic,Europe,Paid Ads,20,0,7
U02666,2023-03-18,Basic,Other,Organic,0,1,7
U02667,2023-01-13,Free,Europe,Referral,5,1,2
U02668,2025-04-18,Free,North America,Paid Ads,20,1,5
U02669,2025-07-10,Basic,North America,Referral,5,0,2
U02670,2023-04-07,Free,North America,Paid Ads,20,1,18
U02671,2025-04-08,Free,Other,Referral,5,0,5
U02672,2023-08-04,Free,Europe,Paid Ads,20,1,4
U02673,2025-06-23,Free,Asia,Organic,0,1,3
U02674,2023-01-26,Free,Europe,Paid Ads,20,1,4
U02675,2025-08-23,Free,Europe,Paid Ads,20,1,1
U02676,2023-03-12,Free,Europe,Referral,5,1,1
U02677,2023-06-15,Basic,North America,Referral,5,1,1
U02678,2023-01-05,Basic,Asia,Referral,5,1,1
U02679,2023-01-10,Free,North America,Organic,0,1,12
U02680,2024-06-17,Free,North America,Organic,0,1,8
U02681,2023-02-26,Pro,Europe,Organic,0,1,1
U02682,2025-08-14,Free,Asia,Paid Ads,20,0,1
U02683,2023-01-03,Basic,North America,Referral,5,1,5
U02684,2023-07-04,Free,Europe,Referral,5,1,5
U02685,2023-05-02,Free,Other,Referral,5,1,7
U02686,2023-01-04,Enterprise,Asia,Referral,5,0,32
U02687,2023-01-11,Free,North America,Referral,5,1,3
U02688,2023-09-13,Free,Europe,Paid Ads,20,1,1
U02689,2024-04-11,Free,North America,Referral,5,1,5
U02690,2023-08-23,Basic,Asia,Organic,0,1,19
U02691,2024-07-30,Free,North America,Paid Ads,20,1,12
U02692,2025-01-08,Free,Europe,Referral,5,1,6
U02693,2023-01-03,Free,Europe,Organic,0,1,9
U02694,2024-01-19,Pro,Europe,Referral,5,1,14
U02695,2025-08-28,Pro,North America,Referral,5,0,1
U02696,2024-06-26,Free,Other,Organic,0,1,10
U02697,2025-05-20,Basic,North America,Referral,5,0,4
U02698,2023-04-03,Basic,North America,Paid Ads,20,1,7
U02699,2025-07-27,Enterprise,Other,Paid Ads,20,0,2
U02700,2025-07-27,Free,North America,Paid Ads,20,0,2
U02701,2024-07-02,Free,Europe,Organic,0,1,5
U02702,2025-08-28,Pro,North America,Organic,0,0,1
U02703,2023-01-11,Basic,Europe,Referral,5,1,4
U02704,2023-01-03,Enterprise,Asia,Referral,5,1,24
U02705,2025-07-26,Pro,Europe,Paid Ads,20,0,2
U02706,2025-08-08,Free,Asia,Referral,5,0,1
U02707,2023-01-11,Free,Other,Organic,0,1,4
U02708,2023-02-25,Pro,Europe,Referral,5,0,31
U02709,2023-01-03,Free,North America,Paid Ads,20,1,10
U02710,2023-03-17,Free,Asia,Paid Ads,20,1,2
U02711,2025-07-27,Basic,Europe,Paid Ads,20,0,2
U02712,2024-06-23,Free,Asia,Organic,0,1,3
U02713,2023-05-16,Basic,North America,Organic,0,1,18
U02714,2023-06-22,Free,Asia,Organic,0,1,16
U02715,2023-01-03,Pro,Europe,Organic,0,1,6
U02716,2023-03-22,Basic,North America,Organic,0,1,2
U02717,2025-04-10,Free,Asia,Organic,0,0,5
U02718,2025-08-28,Free,Europe,Referral,5,0,1
U02719,2025-08-17,Enterprise,North America,Referral,5,0,1
U02720,2023-01-04,Basic,Other,Organic,0,1,17
U02721,2025-08-23,Basic,North America,Organic,0,0,1
U02722,2025-07-31,Pro,Other,Referral,5,0,2
U02723,2025-07-30,Free,Europe,Organic,0,0,2
U02724,2024-01-02,Pro,Europe,Paid Ads,20,1,3
U02725,2023-08-10,Free,Europe,Paid Ads,20,1,7
U02726,2023-03-25,Pro,North America,Referral,5,1,6
U02727,2023-01-06,Free,Europe,Referral,5,1,14
U02728,2023-02-05,Free,North America,Paid Ads,20,1,2
U02729,2023-02-14,Free,North America,Referral,5,1,9
U02730,2024-03-16,Enterprise,Europe,Organic,0,0,18
U02731,2025-07-15,Free,Europe,Organic,0,0,2
U02732,2024-02-16,Basic,North America,Referral,5,1,1
U02733,2023-01-05,Basic,North America,Organic,0,1,5
U02734,2025-08-28,Basic,Asia,Organic,0,0,1
U02735,2025-08-27,Free,Europe,Organic,0,0,1
U02736,2025-08-01,Basic,Asia,Organic,0,0,1
U02737,2025-08-29,Free,North America,Referral,5,1,1
U02738,2024-09-05,Free,Asia,Referral,5,0,12
U02739,2025-08-28,Enterprise,North America,Referral,5,0,1
U02740,2023-01-06,Basic,North America,Referral,5,1,1
U02741,2023-06-12,Basic,North America,Paid Ads,20,1,4
U02742,2023-02-04,Basic,North America,Referral,5,1,2
U02743,2023-01-25,Basic,North America,Organic,0,1,3
U02744,2023-01-13,Pro,Asia,Referral,5,1,6
U02745,2025-03-02,Free,Asia,Organic,0,1,3
U02746,2025-07-30,Enterprise,Europe,Organic,0,0,2
U02747,2024-12-01,Free,Europe,Paid Ads,20,1,5
U02748,2023-01-14,Free,Other,Referral,5,1,9
U02749,2025-08-09,Pro,Europe,Referral,5,0,1
U02750,2025-03-25,Free,Europe,Organic,0,0,6
U02751,2023-07-21,Pro,Europe,Organic,0,1,13
U02752,2025-05-16,Basic,North America,Referral,5,0,4
U02753,2023-02-21,Free,Other,Referral,5,1,4
U02754,2023-05-12,Free,Europe,Paid Ads,20,1,2
U02755,2025-08-25,Free,Europe,Paid Ads,20,0,1
U02756,2023-03-14,Free,Other,Paid Ads,20,1,2
U02757,2024-02-05,Pro,Other,Paid Ads,20,0,19
U02758,2025-08-23,Free,North America,Referral,5,0,1
U02759,2025-06-18,Basic,Asia,Paid Ads,20,1,2
U02760,2023-01-06,Pro,North America,Organic,0,1,1
U02761,2023-01-14,Basic,North America,Referral,5,1,8
U02762,2023-01-03,Free,North America,Organic,0,1,2
U02763,2025-03-17,Free,Asia,Paid Ads,20,1,2
U02764,2023-12-05,Free,Asia,Organic,0,1,4
U02765,2023-01-12,Basic,Europe,Organic,0,1,10
U02766,2025-08-28,Enterprise,Europe,Organic,0,0,1
U02767,2024-07-26,Pro,Asia,Paid Ads,20,1,10
U02768,2023-02-12,Pro,Europe,Referral,5,0,31
U02769,2024-05-03,Free,Asia,Referral,5,0,16
U02770,2025-05-22,Free,Europe,Referral,5,0,4
U02771,2023-01-06,Pro,Europe,Referral,5,1,15
U02772,2023-03-03,Free,North America,Paid Ads,20,1,3
U02773,2025-08-08,Free,North America,Referral,5,0,1
U02774,2024-01-07,Free,Europe,Paid Ads,20,1,13
U02775,2024-09-11,Free,Europe,Paid Ads,20,1,1
U02776,2023-10-28,Free,North America,Referral,5,1,6
U02777,2023-01-05,Free,North America,Organic,0,1,1
U02778,2023-01-18,Free,North America,Referral,5,1,8
U02779,2023-11-30,Basic,Other,Organic,0,1,16
U02780,2023-01-29,Free,North America,Organic,0,1,5
U02781,2023-01-05,Basic,Europe,Organic,0,1,6
U02782,2025-08-16,Basic,Other,Paid Ads,20,0,1
U02783,2025-08-28,Free,Europe,Referral,5,0,1
U02784,2025-08-03,Free,Asia,Organic,0,0,1
U02785,2025-08-18,Free,North America,Paid Ads,20,0,1
U02786,2023-02-12,Free,North America,Organic,0,1,25
U02787,2025-08-28,Pro,Other,Referral,5,0,1
U02788,2023-01-25,Free,Asia,Organic,0,1,2
U02789,2025-08-27,Free,Europe,Referral,5,0,1
U02790,2025-08-29,Pro,North America,Referral,5,0,1
U02791,2025-06-21,Free,North America,Organic,0,0,3
U02792,2025-08-28,Basic,Asia,Referral,5,0,1
U02793,2024-11-10,Free,North America,Referral,5,1,5
U02794,2023-02-21,Free,Asia,Paid Ads,20,1,2
U02795,2023-11-08,Basic,Europe,Referral,5,1,15
U02796,2025-01-04,Pro,North America,Paid Ads,20,1,6
U02797,2023-01-06,Basic,North America,Referral,5,1,20
U02798,2025-03-02,Free,Europe,Organic,0,1,3
U02799,2025-08-28,Free,North America,Organic,0,0,1
U02800,2023-01-24,Free,Europe,Paid Ads,20,1,2
U02801,2025-08-03,Free,North America,Referral,5,0,1
U02802,2025-08-24,Free,Europe,Paid Ads,20,0,1
U02803,2025-08-27,Free,Europe,Referral,5,1,1
U02804,2025-08-28,Pro,North America,Paid Ads,20,0,1
U02805,2024-07-03,Free,Other,Organic,0,1,1
U02806,2025-08-28,Basic,Asia,Referral,5,0,1
U02807,2025-07-20,Free,Europe,Organic,0,0,2
U02808,2023-01-17,Free,North America,Referral,5,1,4
U02809,2024-02-24,Basic,North America,Organic,0,1,8
U02810,2025-06-26,Basic,North America,Paid Ads,20,1,2
U02811,2023-02-14,Free,North America,Referral,5,1,3
U02812,2025-04-01,Pro,North America,Organic,0,0,5
U02813,2025-05-07,Free,Europe,Referral,5,0,4
U02814,2023-01-17,Basic,Europe,Organic,0,1,11
U02815,2024-10-30,Pro,Europe,Organic,0,1,9
U02816,2025-07-26,Free,North America,Referral,5,0,2
U02817,2024-04-28,Enterprise,Other,Paid Ads,20,1,11
U02818,2023-01-03,Free,Asia,Referral,5,1,8
U02819,2023-01-03,Free,North America,Organic,0,1,7
U02820,2023-05-29,Basic,Europe,Paid Ads,20,1,20
U02821,2025-08-26,Basic,North America,Referral,5,0,1
U02822,2023-02-06,Basic,North America,Paid Ads,20,1,8
U02823,2025-03-23,Enterprise,North America,Paid Ads,20,0,6
U02824,2023-02-03,Free,North America,Paid Ads,20,1,6
U02825,2023-04-13,Free,North America,Referral,5,1,5
U02826,2025-08-17,Free,Europe,Organic,0,1,1
U02827,2025-07-04,Free,North America,Referral,5,0,2
U02828,2023-01-08,Free,North America,Organic,0,1,8
U02829,2023-10-18,Basic,Europe,Organic,0,1,4
U02830,2023-01-04,Free,North America,Referral,5,1,1
U02831,2024-03-07,Free,Europe,Organic,0,1,1
U02832,2025-05-02,Free,Europe,Referral,5,1,2
U02833,2023-01-10,Free,Europe,Paid Ads,20,1,17
U02834,2023-03-13,Free,North America,Referral,5,1,8
U02835,2023-08-09,Pro,Other,Paid Ads,20,0,25
U02836,2025-08-25,Pro,Europe,Referral,5,0,1
U02837,2025-08-29,Basic,Asia,Organic,0,0,1
U02838,2023-01-05,Enterprise,North America,Organic,0,0,32
U02839,2025-07-22,Pro,Asia,Organic,0,0,2
U02840,2023-06-22,Free,Asia,Organic,0,1,9
U02841,2023-07-30,Pro,North America,Referral,5,0,26
U02842,2025-07-19,Free,North America,Organic,0,0,2
U02843,2025-08-25,Free,Asia,Paid Ads,20,0,1
U02844,2025-08-27,Free,Asia,Referral,5,1,1
U02845,2024-11-28,Free,Europe,Paid Ads,20,1,4
U02846,2023-05-29,Free,Asia,Referral,5,1,13
U02847,2025-08-02,Free,Other,Paid Ads,20,0,1
U02848,2023-02-16,Free,North America,Referral,5,1,1
U02849,2024-10-27,Free,North America,Paid Ads,20,1,4
U02850,2023-05-31,Free,North America,Paid Ads,20,1,1
U02851,2025-04-25,Basic,Asia,Referral,5,0,5
U02852,2023-02-11,Free,North America,Organic,0,1,1
U02853,2023-01-24,Free,Europe,Paid Ads,20,1,8
U02854,2025-08-25,Basic,North America,Paid Ads,20,1,1
U02855,2023-01-09,Basic,Europe,Paid Ads,20,1,6
U02856,2024-05-19,Free,Other,Organic,0,1,3
U02857,2023-02-03,Free,North America,Referral,5,1,2
U02858,2023-01-04,Free,North America,Paid Ads,20,1,2
U02859,2023-01-04,Pro,Other,Referral,5,0,32
U02860,2023-01-20,Basic,Europe,Organic,0,1,8
U02861,2025-08-20,Free,North America,Referral,5,0,1
U02862,2023-03-08,Free,North America,Paid Ads,20,1,12
U02863,2025-08-27,Free,Asia,Paid Ads,20,0,1
U02864,2024-12-09,Free,Europe,Paid Ads,20,1,8
U02865,2023-11-07,Pro,North America,Referral,5,1,20
U02866,2024-12-05,Free,Asia,Referral,5,1,2
U02867,2024-06-19,Free,Europe,Paid Ads,20,1,1
U02868,2025-07-21,Free,Europe,Paid Ads,20,0,2
U02869,2023-03-08,Basic,Europe,Paid Ads,20,1,11
U02870,2023-05-23,Pro,Asia,Referral,5,1,22
U02871,2025-08-23,Free,Europe,Paid Ads,20,0,1
U02872,2025-08-27,Pro,Europe,Organic,0,0,1
U02873,2025-08-23,Free,Other,Referral,5,0,1
U02874,2023-09-26,Enterprise,Europe,Paid Ads,20,1,1
U02875,2025-07-30,Enterprise,Other,Paid Ads,20,1,2
U02876,2024-02-23,Free,Europe,Referral,5,1,5
U02877,2024-04-24,Basic,Other,Organic,0,0,17
U02878,2023-01-28,Basic,Asia,Paid Ads,20,1,11
U02879,2024-12-30,Free,North America,Paid Ads,20,1,3
U02880,2023-01-23,Basic,Asia,Organic,0,1,4
U02881,2023-04-24,Pro,Europe,Organic,0,0,29
U02882,2025-08-18,Free,Europe,Organic,0,0,1
U02883,2023-01-29,Pro,Other,Paid Ads,20,0,32
U02884,2023-01-06,Basic,Asia,Organic,0,1,12
U02885,2023-01-06,Free,North America,Paid Ads,20,1,1
U02886,2025-08-27,Free,Europe,Organic,0,0,1
U02887,2024-05-22,Free,Europe,Organic,0,1,3
U02888,2023-09-03,Pro,Asia,Paid Ads,20,1,22
U02889,2025-08-09,Enterprise,North America,Organic,0,0,1
U02890,2025-08-14,Free,North America,Organic,0,0,1
U02891,2023-04-25,Pro,Europe,Referral,5,0,29
U02892,2025-06-06,Free,Europe,Paid Ads,20,1,2
U02893,2025-07-26,Basic,Asia,Referral,5,0,2
U02894,2025-04-22,Enterprise,Europe,Organic,0,0,5
U02895,2023-01-15,Free,Asia,Referral,5,1,11
U02896,2025-08-21,Free,North America,Organic,0,0,1
U02897,2024-08-22,Free,North America,Paid Ads,20,1,12
U02898,2023-03-08,Free,North America,Organic,0,1,1
U02899,2023-10-10,Pro,Asia,Organic,0,0,23
U02900,2023-01-04,Pro,Other,Paid Ads,20,0,32
U02901,2023-01-12,Free,North America,Referral,5,1,1
U02902,2025-07-24,Pro,Asia,Referral,5,0,2
U02903,2023-01-03,Free,Asia,Paid Ads,20,1,2
U02904,2023-09-19,Basic,Asia,Paid Ads,20,1,12
U02905,2024-07-06,Free,Europe,Organic,0,1,6
U02906,2023-01-05,Pro,North America,Organic,0,1,4
U02907,2025-08-28,Free,North America,Organic,0,0,1
U02908,2023-02-05,Free,Europe,Organic,0,1,20
U02909,2023-03-26,Pro,Asia,Referral,5,1,8
U02910,2023-03-26,Enterprise,Other,Referral,5,0,30
U02911,2023-02-06,Free,Asia,Referral,5,1,1
U02912,2023-01-03,Free,North America,Organic,0,1,1
U02913,2025-07-04,Basic,Europe,Referral,5,0,2
U02914,2025-08-28,Free,Europe,Organic,0,0,1
U02915,2023-02-04,Free,North America,Referral,5,1,6
U02916,2025-05-03,Pro,Europe,Organic,0,0,4
U02917,2025-07-12,Basic,North America,Referral,5,0,2
U02918,2025-08-17,Pro,North America,Organic,0,0,1
U02919,2023-10-03,Pro,North America,Paid Ads,20,1,1
U02920,2023-03-25,Free,North America,Organic,0,1,12
U02921,2023-04-17,Pro,Europe,Referral,5,1,29
U02922,2025-06-22,Free,North America,Referral,5,1,3
U02923,2025-08-10,Free,Asia,Paid Ads,20,0,1
U02924,2023-01-21,Free,Asia,Referral,5,1,3
U02925,2023-06-20,Free,Asia,Referral,5,1,10
U02926,2025-08-24,Basic,North America,Paid Ads,20,0,1
U02927,2025-08-08,Basic,Other,Organic,0,0,1
U02928,2025-08-29,Free,North America,Paid Ads,20,0,1
U02929,2025-07-18,Enterprise,Europe,Organic,0,0,2
U02930,2023-07-31,Free,North America,Referral,5,1,13
U02931,2024-12-29,Pro,North America,Referral,5,1,8
U02932,2025-04-30,Basic,Europe,Organic,0,0,5
U02933,2023-01-07,Free,North America,Paid Ads,20,1,4
U02934,2024-09-06,Pro,North America,Referral,5,0,12
U02935,2025-06-19,Basic,Asia,Referral,5,0,3
U02936,2023-01-18,Free,Europe,Paid Ads,20,1,2
U02937,2025-07-30,Basic,Asia,Paid Ads,20,0,2
U02938,2024-12-14,Pro,Other,Paid Ads,20,0,9
U02939,2025-08-27,Free,Asia,Organic,0,0,1
U02940,2023-01-05,Basic,Europe,Organic,0,1,7
U02941,2023-02-24,Enterprise,North America,Referral,5,0,31
U02942,2025-01-21,Free,North America,Organic,0,1,1
U02943,2023-03-19,Pro,Asia,Paid Ads,20,1,14
U02944,2025-06-23,Pro,Europe,Paid Ads,20,0,3
U02945,2025-07-21,Basic,Europe,Organic,0,0,2
U02946,2023-01-09,Free,Europe,Paid Ads,20,1,2
U02947,2024-06-11,Free,North America,Referral,5,1,8
U02948,2024-05-27,Enterprise,Asia,Paid Ads,20,0,16
U02949,2023-06-17,Free,Europe,Referral,5,1,3
U02950,2025-08-26,Free,Asia,Organic,0,0,1
U02951,2025-08-13,Pro,North America,Referral,5,0,1
U02952,2025-06-09,Pro,Europe,Organic,0,0,3
U02953,2025-06-23,Free,Europe,Paid Ads,20,1,1
U02954,2024-01-13,Free,Asia,Paid Ads,20,1,2
U02955,2025-08-25,Pro,Europe,Organic,0,0,1
U02956,2025-06-07,Basic,North America,Referral,5,0,3
U02957,2025-07-04,Free,North America,Paid Ads,20,1,2
U02958,2025-08-19,Free,North America,Referral,5,0,1
U02959,2023-03-02,Basic,Asia,Referral,5,1,11
U02960,2025-08-08,Free,Asia,Organic,0,0,1
U02961,2023-01-25,Pro,Europe,Paid Ads,20,1,7
U02962,2023-05-12,Free,North America,Paid Ads,20,1,16
U02963,2023-04-29,Free,Europe,Referral,5,1,10
U02964,2025-08-28,Free,North America,Referral,5,1,1
U02965,2025-08-18,Basic,Asia,Paid Ads,20,0,1
U02966,2025-06-13,Free,Asia,Paid Ads,20,1,2
U02967,2025-07-03,Free,North America,Referral,5,0,2
U02968,2024-10-22,Basic,Asia,Paid Ads,20,0,11
U02969,2025-08-27,Free,Asia,Paid Ads,20,0,1
U02970,2024-04-21,Free,Europe,Referral,5,1,14
U02971,2023-07-07,Free,North America,Paid Ads,20,1,1
U02972,2023-01-17,Free,North America,Referral,5,1,1
U02973,2025-08-01,Pro,Asia,Paid Ads,20,0,1
U02974,2025-07-07,Pro,Europe,Referral,5,1,2
U02975,2023-07-14,Free,Asia,Organic,0,1,6
U02976,2023-01-04,Basic,Europe,Organic,0,1,15
U02977,2025-08-15,Free,North America,Referral,5,0,1
U02978,2023-01-03,Free,North America,Organic,0,1,3
U02979,2025-06-15,Free,North America,Paid Ads,20,0,3
U02980,2025-08-28,Free,Europe,Paid Ads,20,0,1
U02981,2023-11-09,Free,Europe,Referral,5,0,22
U02982,2023-02-08,Free,Asia,Referral,5,1,11
U02983,2025-06-16,Pro,Asia,Referral,5,0,3
U02984,2025-08-10,Pro,Europe,Organic,0,0,1
U02985,2024-09-11,Free,North America,Referral,5,1,4
U02986,2025-08-28,Free,Europe,Referral,5,0,1
U02987,2023-01-05,Pro,North America,Paid Ads,20,1,26
U02988,2024-05-16,Free,North America,Referral,5,1,3
U02989,2025-06-26,Free,Europe,Referral,5,1,3
U02990,2025-08-19,Basic,North America,Paid Ads,20,0,1
U02991,2023-01-21,Free,Europe,Organic,0,1,1
U02992,2025-08-06,Free,Europe,Organic,0,0,1
U02993,2024-09-28,Free,Other,Organic,0,1,1
U02994,2023-08-07,Free,Europe,Paid Ads,20,1,1
U02995,2023-01-12,Free,Europe,Paid Ads,20,1,5
U02996,2025-08-19,Free,Europe,Paid Ads,20,1,1
U02997,2023-01-16,Free,Asia,Paid Ads,20,1,1
U02998,2023-04-01,Basic,North America,Paid Ads,20,1,3
U02999,2023-03-14,Free,Other,Paid Ads,20,1,1
U03000,2025-08-20,Free,Europe,Referral,5,0,1
U03001,2025-05-15,Free,North America,Referral,5,1,3
U03002,2025-08-05,Pro,Europe,Paid Ads,20,0,1
U03003,2023-02-16,Basic,Asia,Paid Ads,20,1,10
U03004,2025-03-07,Basic,North America,Referral,5,1,1
U03005,2024-11-15,Free,Asia,Paid Ads,20,1,3
U03006,2025-08-14,Pro,Other,Referral,5,0,1
U03007,2025-08-24,Free,North America,Referral,5,1,1
U03008,2023-01-03,Pro,Europe,Organic,0,1,22
U03009,2025-05-16,Basic,Europe,Paid Ads,20,0,4
U03010,2023-01-05,Free,Other,Referral,5,1,6
U03011,2024-09-17,Free,Europe,Paid Ads,20,1,8
U03012,2023-03-12,Pro,Asia,Paid Ads,20,1,1
U03013,2023-03-29,Pro,North America,Referral,5,1,8
U03014,2023-05-23,Free,Asia,Referral,5,1,12
U03015,2025-02-28,Pro,Europe,Organic,0,0,7
U03016,2023-04-27,Free,Europe,Referral,5,1,8
U03017,2025-07-06,Free,North America,Paid Ads,20,0,2
U03018,2023-08-24,Basic,Europe,Referral,5,1,24
U03019,2023-01-06,Free,Asia,Paid Ads,20,1,3
U03020,2025-07-31,Free,North America,Organic,0,0,2
U03021,2023-03-11,Free,North America,Referral,5,1,9
U03022,2023-10-28,Free,Other,Referral,5,0,23
U03023,2025-05-29,Free,Asia,Paid Ads,20,0,4
U03024,2023-04-26,Basic,Asia,Organic,0,1,5
U03025,2023-01-05,Basic,Europe,Paid Ads,20,1,4
U03026,2023-06-25,Basic,Europe,Paid Ads,20,1,9
U03027,2025-08-27,Pro,Asia,Paid Ads,20,0,1
U03028,2025-04-03,Free,Europe,Organic,0,1,2
U03029,2025-05-13,Free,Other,Organic,0,0,4
U03030,2025-03-19,Free,Asia,Organic,0,0,6
U03031,2023-01-26,Pro,Asia,Paid Ads,20,1,5
U03032,2023-09-23,Basic,Europe,Organic,0,1,6
U03033,2025-07-17,Free,North America,Referral,5,1,2
U03034,2023-01-09,Free,Other,Paid Ads,20,1,7
U03035,2023-03-05,Enterprise,Europe,Referral,5,1,7
U03036,2023-03-04,Free,Europe,Paid Ads,20,1,12
U03037,2023-10-26,Basic,Other,Organic,0,1,4
U03038,2025-08-28,Pro,Europe,Referral,5,0,1
U03039,2023-01-06,Free,Other,Organic,0,1,12
U03040,2024-06-25,Pro,Asia,Referral,5,1,9
U03041,2023-01-21,Free,North America,Referral,5,1,3
U03042,2025-08-28,Free,North America,Referral,5,0,1
U03043,2023-01-10,Free,North America,Organic,0,1,1
U03044,2023-08-22,Free,Asia,Organic,0,1,1
U03045,2025-07-09,Pro,North America,Paid Ads,20,0,2
U03046,2025-06-15,Free,Europe,Organic,0,1,3
U03047,2023-10-04,Pro,Europe,Organic,0,1,20
U03048,2023-05-14,Enterprise,Europe,Paid Ads,20,1,6
U03049,2023-08-09,Free,North America,Paid Ads,20,1,4
U03050,2023-02-24,Free,North America,Referral,5,1,3
U03051,2023-01-28,Basic,North America,Paid Ads,20,1,1
U03052,2024-03-13,Free,Europe,Referral,5,1,4
U03053,2023-02-27,Free,North America,Organic,0,1,1
U03054,2023-03-12,Pro,North America,Referral,5,0,30
U03055,2025-04-25,Basic,North America,Paid Ads,20,0,5
U03056,2025-08-28,Free,North America,Referral,5,1,1
U03057,2025-01-26,Pro,North America,Organic,0,0,8
U03058,2023-01-07,Free,Asia,Paid Ads,20,1,14
U03059,2023-01-06,Pro,Asia,Paid Ads,20,1,4
U03060,2025-08-27,Free,Other,Organic,0,0,1
U03061,2023-03-20,Free,Other,Referral,5,1,1
U03062,2023-01-08,Free,North America,Referral,5,1,6
U03063,2025-01-16,Free,Europe,Paid Ads,20,1,8
U03064,2025-03-04,Free,Europe,Organic,0,1,5
U03065,2025-04-13,Enterprise,Other,Referral,5,0,5
U03066,2023-02-26,Pro,North America,Paid Ads,20,1,9
U03067,2023-01-03,Free,North America,Paid Ads,20,1,1
U03068,2025-08-28,Basic,North America,Paid Ads,20,0,1
U03069,2023-02-16,Enterprise,North America,Paid Ads,20,1,16
U03070,2025-05-18,Free,Europe,Organic,0,0,4
U03071,2025-06-17,Free,Asia,Organic,0,1,2
U03072,2025-02-07,Free,Other,Organic,0,0,7
U03073,2023-04-04,Free,Asia,Referral,5,1,7
U03074,2023-02-28,Basic,Europe,Referral,5,1,2
U03075,2025-01-13,Free,Other,Paid Ads,20,1,7
U03076,2025-08-20,Free,North America,Referral,5,0,1
U03077,2025-08-27,Free,Other,Paid Ads,20,0,1
U03078,2023-01-09,Free,Europe,Paid Ads,20,1,20
U03079,2023-01-16,Free,North America,Referral,5,1,6
U03080,2025-08-27,Free,North America,Organic,0,0,1
U03081,2025-07-09,Pro,Europe,Organic,0,0,2
U03082,2025-08-22,Free,Europe,Referral,5,0,1
U03083,2023-01-27,Free,Other,Organic,0,1,8
U03084,2024-12-22,Basic,North America,Paid Ads,20,1,5
U03085,2025-06-12,Free,Europe,Referral,5,1,1
U03086,2025-05-23,Free,Other,Paid Ads,20,0,4
U03087,2023-08-31,Free,Other,Organic,0,1,3
U03088,2023-01-03,Basic,Asia,Paid Ads,20,1,11
U03089,2024-12-12,Basic,North America,Paid Ads,20,0,9
U03090,2023-02-17,Pro,North America,Paid Ads,20,1,16
U03091,2023-12-12,Pro,North America,Referral,5,1,1
U03092,2025-08-27,Free,Other,Paid Ads,20,0,1
U03093,2023-08-12,Pro,Asia,Referral,5,1,22
U03094,2025-08-15,Free,North America,Referral,5,0,1
U03095,2023-01-23,Enterprise,Asia,Referral,5,0,32
U03096,2025-05-14,Free,Other,Referral,5,0,4
U03097,2025-08-28,Free,Europe,Paid Ads,20,0,1
U03098,2023-01-09,Free,Europe,Paid Ads,20,1,1
U03099,2023-01-03,Free,Asia,Organic,0,1,1
U03100,2023-10-30,Free,Europe,Paid Ads,20,1,7
U03101,2023-01-08,Free,Europe,Paid Ads,20,1,3
U03102,2025-07-15,Free,North America,Paid Ads,20,0,2
U03103,2025-08-25,Free,Asia,Referral,5,0,1
U03104,2023-10-31,Basic,North America,Organic,0,1,1
U03105,2023-02-21,Free,Europe,Organic,0,1,7
U03106,2023-11-01,Free,North America,Organic,0,1,1
U03107,2025-06-30,Free,Asia,Paid Ads,20,0,3
U03108,2023-01-03,Free,Other,Referral,5,1,13
